celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,elimination_week,observed_elimination,active,judge_count,judge_total,judge_mean
Xochitl Gomez,Valentin Chmerkovskiy,Actor/Actress,California,United States,17,32,1st Place,1,11,,False,True,3,30.0,10.0
Jason Mraz,Daniella Karagach,Singer/Rapper,Virginia,United States,46,32,2nd Place,2,11,,False,True,3,30.0,10.0
Ariana Madix,Pasha Pashkov,TV Personality,Florida,United States,38,32,3rd Place,3,11,,False,True,3,29.5,9.833333333333334
Charity Lawson,Artem Chigvintsev,TV Personality,Georgia,United States,27,32,4th Place,4,11,,False,True,3,29.5,9.833333333333334
Alyson Hannigan,Sasha Farber,Actor/Actress,Washington D.C.,United States,49,32,5th Place,5,11,,False,True,3,26.5,8.833333333333334
Harry Jowsey,Rylee Arnold,TV Personality,,Australia,26,32,Eliminated Week 9,6,11,9.0,False,False,3,0.0,0.0
Barry Williams,Peta Murgatroyd,Actor/Actress,California,United States,68,32,Eliminated Week 8,7,11,8.0,False,False,3,0.0,0.0
Lele Pons,Brandon Armstrong,Social Media Personality,,Venezuela,27,32,Eliminated Week 7,8,11,7.0,False,False,3,0.0,0.0
Mauricio Umansky,Emma Slater,TV Personality,,Mexico,53,32,Eliminated Week 6,9,11,6.0,False,False,3,0.0,0.0
Mira Sorvino,Gleb Savchenko,Actor/Actress,New York,United States,55,32,Eliminated Week 5,10,11,5.0,False,False,3,0.0,0.0
Adrian Peterson,Britt Stewart,Athlete,Texas,United States,38,32,Eliminated Week 4,11,11,4.0,False,False,3,0.0,0.0
Tyson Beckford,Jenna Johnson,Model,New York,United States,52,32,Eliminated Week 3,12,11,3.0,False,False,3,0.0,0.0
Jamie Lynn Spears,Alan Bersten,Actor/Actress,Mississippi,United States,32,32,Eliminated Week 2,13,11,2.0,False,False,3,0.0,0.0
Matt Walsh,Koko Iwasaki,Comedian,Illinois,United States,58,32,Eliminated Week 1,14,11,1.0,False,False,3,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,1,,False,True,3,21.0,7.0
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,1,,False,True,3,18.0,6.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,1,,False,True,3,23.0,7.666666666666667
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,1,,False,True,3,21.0,7.0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,1,,False,True,3,20.0,6.666666666666667
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,1,7.0,False,True,3,22.0,7.333333333333333
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,1,6.0,False,True,3,19.0,6.333333333333333
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,1,5.0,False,True,3,19.0,6.333333333333333
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,1,4.0,False,True,3,18.0,6.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,1,3.0,False,True,3,15.0,5.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,1,3.0,False,True,3,16.0,5.333333333333333
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,1,2.0,False,True,3,18.0,6.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,1,2.0,False,True,3,17.0,5.666666666666667
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,2,,False,True,3,22.0,7.333333333333333
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,2,,False,True,3,21.0,7.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,2,,False,True,3,24.0,8.0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,2,,False,True,3,22.0,7.333333333333333
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,2,,False,True,3,21.0,7.0
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,2,7.0,False,True,3,22.0,7.333333333333333
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,2,6.0,False,True,3,19.0,6.333333333333333
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,2,5.0,False,True,3,21.0,7.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,2,4.0,False,True,3,20.0,6.666666666666667
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,2,3.0,False,True,3,15.0,5.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,2,3.0,False,True,3,15.0,5.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,2,2.0,True,True,3,17.0,5.666666666666667
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,2,2.0,True,True,3,19.0,6.333333333333333
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,3,,False,True,4,35.0,8.75
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,3,,False,True,4,28.0,7.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,3,,False,True,4,34.5,8.625
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,3,,False,True,4,31.0,7.75
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,3,,False,True,4,30.0,7.5
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,3,7.0,False,True,4,26.0,6.5
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,3,6.0,False,True,4,31.0,7.75
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,3,5.0,False,True,4,28.0,7.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,3,4.0,False,True,4,30.5,7.625
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,3,3.0,True,True,4,23.0,5.75
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,3,3.0,True,True,4,21.0,5.25
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,3,2.0,False,False,4,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,3,2.0,False,False,4,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,4,,False,True,4,36.0,9.0
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,4,,False,True,4,32.0,8.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,4,,False,True,4,32.0,8.0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,4,,False,True,4,33.0,8.25
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,4,,False,True,4,36.0,9.0
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,4,7.0,False,True,4,29.0,7.25
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,4,6.0,False,True,4,32.0,8.0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,4,5.0,False,True,4,32.0,8.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,4,4.0,True,True,4,32.0,8.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,4,3.0,False,False,4,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,4,3.0,False,False,4,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,4,2.0,False,False,4,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,4,2.0,False,False,4,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,5,,False,True,3,26.0,8.666666666666666
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,5,,False,True,3,26.0,8.666666666666666
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,5,,False,True,3,27.0,9.0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,5,,False,True,3,24.0,8.0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,5,,False,True,3,25.5,8.5
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,5,7.0,False,True,3,24.0,8.0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,5,6.0,False,True,3,25.5,8.5
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,5,5.0,True,True,3,24.0,8.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,5,4.0,False,False,3,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,5,3.0,False,False,3,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,5,3.0,False,False,3,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,5,2.0,False,False,3,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,5,2.0,False,False,3,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,6,,False,True,3,32.0,10.666666666666666
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,6,,False,True,3,24.0,8.0
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,6,,False,True,3,32.0,10.666666666666666
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,6,,False,True,3,28.0,9.333333333333334
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,6,,False,True,3,28.0,9.333333333333334
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,6,7.0,False,True,3,31.0,10.333333333333334
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,6,6.0,True,True,3,31.0,10.333333333333334
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,6,5.0,False,False,3,0.0,0.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,6,4.0,False,False,3,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,6,3.0,False,False,3,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,6,3.0,False,False,3,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,6,2.0,False,False,3,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,6,2.0,False,False,3,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,7,,False,True,3,27.5,9.166666666666666
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,7,,False,True,3,26.0,8.666666666666666
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,7,,False,True,3,30.0,10.0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,7,,False,True,3,27.0,9.0
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,7,,False,True,3,25.5,8.5
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,7,7.0,True,True,3,24.0,8.0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,7,6.0,False,False,3,0.0,0.0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,7,5.0,False,False,3,0.0,0.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,7,4.0,False,False,3,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,7,3.0,False,False,3,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,7,3.0,False,False,3,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,7,2.0,False,False,3,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,7,2.0,False,False,3,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,8,,False,True,3,29.0,9.666666666666666
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,8,,False,True,3,28.5,9.5
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,8,,False,True,3,29.0,9.666666666666666
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,8,,False,True,3,26.5,8.833333333333334
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,8,,False,True,3,27.0,9.0
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,8,7.0,False,False,3,0.0,0.0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,8,6.0,False,False,3,0.0,0.0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,8,5.0,False,False,3,0.0,0.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,8,4.0,False,False,3,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,8,3.0,False,False,3,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,8,3.0,False,False,3,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,8,2.0,False,False,3,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,8,2.0,False,False,3,0.0,0.0
Joey Graziadei,Jenna Johnson,TV Personality,Louisiana,United States,29,33,1st Place,1,9,,False,True,3,29.5,9.833333333333334
Ilona Maher,Alan Bersten,Athlete,California,United States,28,33,2nd Place,2,9,,False,True,3,28.5,9.5
Chandler Kinney,Brandon Armstrong,Actor/Actress,California,United States,24,33,3rd Place,3,9,,False,True,3,30.0,10.0
Stephen Nedoroscik,Rylee Arnold,Athlete,Florida,United States,26,33,4th Place,4,9,,False,True,3,29.5,9.833333333333334
Danny Amendola,Witney Carson,Athlete,Texas,United States,39,33,5th Place,5,9,,False,True,3,28.0,9.333333333333334
Dwight Howard ,Daniella Karagach,Athlete,Georgia,United States,38,33,Eliminated Week 7,6,9,7.0,False,False,3,0.0,0.0
Jenn Tran,Sasha Farber,TV Personality,Florida,United States,26,33,Eliminated Week 6,7,9,6.0,False,False,3,0.0,0.0
Phaedra Parks,Val Chmerkovskiy,TV Personality,Georgia,United States,51,33,Eliminated Week 5,8,9,5.0,False,False,3,0.0,0.0
Brooks Nader,Gleb Savchenko,Model,New York,United States,27,33,Eliminated Week 4,9,9,4.0,False,False,3,0.0,0.0
Eric Roberts,Britt Stewart,Actor/Actress,California,United States,68,33,Eliminated Week 3,10,9,3.0,False,False,3,0.0,0.0
Reginald VelJohnson,Emma Slater,Actor/Actress,New York,United States,74,33,Eliminated Week 3,10,9,3.0,False,False,3,0.0,0.0
Anna Delvey,Ezra Sosa,Con artist,,Russia,33,33,Eliminated Week 2,12,9,2.0,False,False,3,0.0,0.0
Tori Spelling,Pasha Pashkov,Actor/Actress,California,United States,51,33,Eliminated Week 2,12,9,2.0,False,False,3,0.0,0.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,1,,False,True,2,15.0,7.5
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,1,,False,True,2,13.0,6.5
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,1,,False,True,2,10.0,5.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,1,,False,True,2,10.0,5.0
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,1,,False,True,2,12.0,6.0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,1,10.0,False,True,2,15.0,7.5
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,1,9.0,False,True,2,9.0,4.5
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,1,8.0,False,True,2,12.0,6.0
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,1,7.0,False,True,2,12.0,6.0
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,1,6.0,False,True,2,10.0,5.0
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,1,4.0,False,True,2,14.0,7.0
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,1,3.0,False,True,2,13.0,6.5
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,1,2.0,False,True,2,10.0,5.0
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,1,2.0,False,True,2,9.0,4.5
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,2,,False,True,3,22.0,7.333333333333333
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,2,,False,True,3,21.0,7.0
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,2,,False,True,3,22.0,7.333333333333333
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,2,,False,True,3,20.0,6.666666666666667
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,2,,False,True,3,21.0,7.0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,2,10.0,False,True,3,22.0,7.333333333333333
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,2,9.0,False,True,3,16.0,5.333333333333333
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,2,8.0,False,True,3,19.0,6.333333333333333
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,2,7.0,False,True,3,22.0,7.333333333333333
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,2,6.0,False,True,3,18.0,6.0
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,2,4.0,False,True,3,21.0,7.0
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,2,3.0,False,True,3,21.0,7.0
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,2,2.0,True,True,3,18.0,6.0
Corey Feldman,Jenna Johnson,Actor/Actress,California,United States,54,34,Eliminated Week 2,13,2,2.0,True,True,3,15.0,5.0
Robert Irwin,Witney Carson (Xoshitl Gomez week 9),Conservationist,,Australia,22,34,1st Place,1,3,,False,True,3,22.0,7.333333333333333
Alix Earle,Val Chmerkovskiy (Joey Graziadei week 9),Social media personality,Florida,United States,24,34,2nd Place,2,3,,False,True,3,23.0,7.666666666666667
Jordan Chiles,Ezra Sosa (Apolo Anton Ohno week 9),Athlete,Texas,United States,24,34,3rd Place,3,3,,False,True,3,24.0,8.0
Dylan Efron,Daniella Karagach (Rumer Willis week 9),TV Personality,California,United States,33,34,4th Place,4,3,,False,True,3,23.0,7.666666666666667
Elaine Hendrix,Alan Bersten (Rashad Jennings week 9),Actor/Actress,Georgia,United States,55,34,5th Place,5,3,,False,True,3,21.0,7.0
Whitney Leavitt,Mark Ballas,TV Personality,Utah,United States,32,34,Eliminated Week 10,6,3,10.0,False,True,3,24.0,8.0
Andy Richter,Emma Slater/Kaitlyn Bristowe (week 9),Comedian,California,United States,59,34,Eliminated Week 9,7,3,9.0,False,True,3,18.0,6.0
Danielle Fishel,Pasha Pashkov,Actor/Actress,California,United States,44,34,Eliminated Week 8,8,3,8.0,False,True,3,21.0,7.0
Jen Affleck,Jan Ravnik,TV Personality,Utah,United States,26,34,Eliminated Week 7,9,3,7.0,False,True,3,19.0,6.333333333333333
Scott Hoying,Rylee Arnold,Singer/Rapper,California,United States,34,34,Eliminated Week 6,10,3,6.0,False,True,3,22.0,7.333333333333333
Hilaria Baldwin,Gleb Savchenko,Entrepreneur,New York,United States,41,34,Eliminated Week 4,11,3,4.0,False,True,3,22.0,7.333333333333333
Lauren Jauregui,Brandon Armstrong,Singer/Rapper,Florida,United States,29,34,Eliminated Week 3,12,3,3.0,True,True,3,18.0,6.0
Baron Davis,Britt Stewart,Athlete,California,United States,46,34,Eliminated Week 2,13,3,2.0,False,False,3,0.0,0.0
